whiz(z),"kb. jagoan, ahli. He's a w. at tennis Dia seorang yang ulung dalam bidang tenis. -kkt. (whizzed) mendesingkan. -kki. 1 mendengung, mendesing (of bees). 2 mendesing (of a ball). whiz-bang ks. ulung, unggul."
who,"kg. 1 siapa.  W. called me ? Siapa (yang) memanggil saya ? 2 yang. 3 siapa-siapa, barang-siapa, siapa saja."
who'll,"[who will, who shall] siapa yang akan."
who's,"[who is, whohas] siapa yang. w. who 1 (buku yang memuat) orang terkemuka. 2 siapa orang-orangnya."
"who, w.h.o.",[World Health Organization] kb. Organisasi Kesehatan Sedunia.
whoa,kseru. 1 stop (seruan untuk kuda). 2 nanti/tunggu dulu (said to a person).
whoadunit,whoadunit
whoever,"kg. 1 siapapun, barang siapa. 2 siapakah gerangan."
whole,"kb. 1 keseluruhan. 2 jumlah.  -ks. 1 seluruh. 2 lengkap. 3 bulat, utuh. whole-hearted ks. tulus, ikhlas, sungguh-sungguh, sepenuh hati. whole-wheat ks. tepung terigu yang terdiri dari biji-biji terigu yang utuh. -wholly kk. sama sekali."
wholesale,"kb. borongan, usaha grosir,  kulakan.-ks. besar-besaran. -kkt. menjual secara borongan."
wholesaler,"kb. tengkulak, grosir, peraih, pedagang perantara yang membeli secara besar-besaran."
wholesome,"ks. 1 sehat (person, food, atmosphere). 2 berfaedah, bermanfaat (of books)."
wholly,kk. lih   WHOLE.
whom,kg. 1 siapa. W. are you calling ? Siapa yang kau panggil ?   2 yang. The man w. she accompanied was... Laki-laki yang ditemaninya itu adalah...
whomever,"kg. siapapun, barang siapa . W. she marries... Siapapun yang menjadi suaminya..."
whomp,kkt. Inf.: mengalahkan.
whomsoever,kg. siapa saja. Ask w. you wish Tanyakan kepada siapa saja yang kau inginkan.
whoop,"kb. teriakan, sorak(-sorai).  -kki. berbatuk-batuk dengan suara keras."
whoopee,kseru. huree. to make w. berpesta pora.
whoops,kseru. aduh.
whoosh,whoosh
whop,"kb. Inf.: pukulan keras, gebuk. -kkt. (whopped) memukul, menggebuk. -whopping ks. besar (lie, amount)."
whopper,kb. Inf.: 1 sesuatu yang sangat besar. 2 bohong besar.
whore,whore
whorehouse,"kb. rumah sundal/jalang/ pelacuran,pegermoan."
whorl,"kb. 1 lingkaran, gelungan. 2 ulir, alur-alur berputar."
whose,kg. 1 siapa (punya). W. glove is that ? Siapa punya saruing tangan ini ?  2 yang...-nya. a couple w. daughter you met suami-istri yang anak perempuannya berjumpa dengan kamu.
whosoever,#NAME?
why,"kb.  the whys and wherefores of a subject sebab-musabab, duduk perkara, persoalan. -kk. mengapa, kenapa, apa sebab. -kseru. 1 aduh, wah.  2 hai. 3 oh, ah."
wick,kb. sumbu.
wicked,ks. 1 jahat (of a person). 2 hebat 9of a storm). 3 keras (blow). 4 nakal (smile).
wickedness,kb. kejahatan. 2 kenakalan.
wicker,kb. dahan atau ranting untuk dijadikan anyaman. w. basket keranjang anyaman. w. chair korsi anyaman (rotan).
wickerwork,kb. barang anyaman.
wicket,kb. 1 pintu/gerbang kecil. 2 Sport : gawang.
wide,"ks. 1 lebar. 2 luas. 3 bermacam-macam.  -kk. jauh.  wide-awake ks. 1 mata  terbuka lebar. 2 cerdas, sigap. 3 waspada.  wide-brimmed ks. berpinggir(an) lebar (of a hat, glasses). wide-eyed ks. 1 dengan mata terbelalak. 2 dengan penuh keheranan."
widely,kk. 1 luas w. acclaimed diakui secara luas. 2 kemana-mana. w. known terkenal kemana-mana.
widen,"kkt. melebarkan, memperlebar. -kki. melebar. -widening kb. pelebaran (of a road)."
widespread,"ks. 1 tersebar luas (of disease). 2 yang meluas, besar (of interest). 3 terkembang lebar (of wings)."
widow,"kb. randa, janda. -kkt. menjadikan janda. to be widowed menjadi janda."
widower,"kb. duda, janda, randa."
widowhood,"kb. kejandaan, keadaan hidup sebagai janda."
width,kb. 1 lebar. What is the w. of the material ? Berapa lebar bahan (kain) itu ?  2 keluyasan. w. of vision keluasan pandangan.
wield,"kkt. 1 memegang dan menggunakan (a sword, axe, stick). 2 mempunyai (influence)."
wiener,kb. semacam sosis. w. roast piknik dengan makan sosis dipanggang.
wienie,#NAME?
wife,kb. (j. wives) istri. to take as a w. memperistri.  She is his second w. Ia istrinya yang kedua.
wifely,ks. sebagai isteri. w. duties tugas-tugas sebagai seorang isteri.
wig,kb. rambut palsu.
wiggle,"kb. 1 berlenggang, bergoyang (of walking). 2 bergeliat-geliut, berliat-liut (of a fish). -kki. bergoyang-goyang. Don't w. so much ; stand still Jangan begitu bergoyang-goyang ; berdiri diam-diam."
wiggler,"kb. 1 orang yang terus saja bergerak. 2 (insect) anak nyamuk, jentik-jentik."
wigwag,kki. mengayunkan (sesuatu) sebagai isyarat.
wiireless,ks. tanpa kawat. w. operator markonis. w. telegraphy telegrap. w. telephone telepon radio.
wild,"kb. wilds j. daerah liar, hutan belantara/rimba. -ks. 1 liar. 2 gila. 3 sembrono, sembarangan. 4 ribut. -kk. (dengan) liar. 2 bersimaharajalela (of weeds). -wildly kk. dengan ramai."
wildcat,"kb. kucing hutan/jalang/buas. -ks. liar. w. strike pemogokan yang tak disahkan, pemogokan liar."
wilderness,kb. hutan belantara.
wildfire,kb. to spread like w. menyebar cepat sekali.
wildflower,kb. lih   WILD.
wildlife,kb. margasatwa. w. preserve suaka margasatwa. w. sanctuary cagar alam.
wildness,kb. 1 kebuasan (of an animal). 2 keadaan liar.
wildwood,"kb. hutan belantara, rimba."
wile,"kb. tipu muslihat, akal. -kkt. to w. away the hours menghabiskan waktu."
wilful,ks. disengaja. w. neglect pengabaian yang disengaja. -wilfully kk. dengan sengaja.
will,"kb. 1 kemauan. 2 kehendak. 3 hasrat. 4.surat wasiat. -kkb. (would) 1 akan. 2 mau. 3 dapat. 4 harus. 5 biasa.  would-be kb. seorang bakal/calon. ks. 1 akan menjadi. 2 berlagak seperti/seakan-akan. 3 gadungan. -willing ks. mau, sudi."
will-o'-the-wisp,"kb. 1 lelatu, cetusan api. 2 impian."
willful,#NAME?
willies,"kb., j. Inf.: kegelisahan, kebingungan."
willow,kb. semacam pohon.
willowy,"ks. ramping, langsing."
willpower,"kb. ketekunan, kemauan yang keras, tekad, dayakarsa."
willy-nilly,"kk. 1 mau tak mau, bagaimanapun juga. 2 kacau-balau."
wilt,"kki. menjadi layu (of flowers). 2 menjadi lesu,  kehilangan tenaga (of a person)."
wily,"ks. cerdik, pintar, cerdas, lihay."
win,"kb. Inf.: kemenangan. -kkt. (won) 1 memenangkan, menang dalam (a race). 2 mencari. 3 memikat hati (an audience). -kki. menang. -winning kb. kemenangan. winning j. hasil kemenangan. ks. 1 yang menang. 2 yang menarik, yang menawan hati."
wince,"kb. kedip, kelip, kejap. -kki. bergerenyit, menggerenyit."
winch,"kb. mesin derek, kerekan."
wind,kb. 1 angin. 2 napas. wind-blown ks. keanginan. -winded ks. kehabisan/kekurangan napas.
windbag,kb. Sl.: tukang bual.
windbreak,kb. penahan angin.
windbreaker,kb. jaket.
windfall,"kb. rejeki nomplok, durian runtuh, rejeki yang tak disangka-sangka."
windlass,kb. mesin kerek.
windmill,kb. kincir/kitiran angin. to tilt at windmills dengan sia-sia menyerang sesuatu yang tak dapat dikalahkan.
window,"kb. 1 jendela.   Please close the w. Coba tutup jendela itu.  2 loket (at bank, movie theater).  to window-shop melihat-lihat (pajangan etalase) toko-toko."
windowpane,kb. kaca jendela.
windpipe,kb. batang tenggorokan.
windshield,kb. kaca depan (pada mobil). w. wiper kipas kaca mobil.
windstorm,kb. angin topan.
windswept,ks. keanginan.
windward,kb. arah darimana angin bertiup. -kk. atas angin.   to cast an anchor to w. mengambil langkah-langkah untuk pengamanan.
windy,"ks. 1 berangin, banyak angin (day). 2 yang banyak sekali omongnya (of a person or speech)."
wine,kb. anggur. -kkt. menjamu dengan minum anggur. wine-colored ks. berwarna merah tua.
winery,kb. (j. -ries) kilang anggur.
wing,"kb. 1 sayap (of bird, plane, building). 2 Thea.: sisi panggung. 3 Av. satuan.  -wings j. tanda/lencana penerbang. -kkt. mengenai sayap. winged ks. bersayap."
wingding,kb. Sl.: pesta ramai.
wingspread,kb. 1 lebar sayap (of a plane). 2 panjang sayap (of a bird).
wink,kb. 1 kedip(an). 2 sebentar. -kkt. memberi isyarat dengan kedipan mata (to kepada). -kki. 1 mengedipkan mata (of a person). 2 berkedip-kedip (of a stars).
winner,kb. pemenang.  This is a winner-take-all fight Ini merupakan pertandingan dimana pemenang akan mendapat semua hadiah.
winnow,kb. penampi. -kkt. 1 menampi (grain). 2 memisahkan (truth from rumor).
wino,kb. Sl.: pencandu anggur.
winsome,"ks. menarik, menawan hati."
winter,kb. musim dingin. in w. dalam musim dingin. -kki. menghabiskan musim dingin.
wintergreen,kb. semacam tanaman di AS.
winterize,winterize
wintertime,kb. waktu musim dingin.
wintry,ks. yang berkaitan dengan musim dingin. w. night malam musim dingin.
wipe,"kb. sapuan. -kkt. 1 menyeka (the dishes, o's hands). 2 menghapus (o's face, the blackboard). 3 membersihkan/menghapus (o's nose). 4 menggosok (o's eyes)."
wiper,"kb. penyeka, penghapus, penyapu, kain lap. w. blade daun penyapu. lih WINDSHIELD."
wire,"kb. 1 kawat, dawai, kabel. 2 Inf.: telgram, kawat. -kkt. 1 menelgram, mengawatkan (s.o). 2  memasang kawat (a house). 3 mengikat dengan kawat (s.t. together). -kki. mengirim telgram."
wirephoto,kb. foto telegrap. -kkt. mengirim foto dengan kawat.
wirepuller,"kb. orang yang dengan diam-diam mempergunakan pengaruhnya, pengatur siasat dibelakang layar."
wiretap,kb. rekaman / penyedapan suara dari sambungan telpon. -kkt. (wiretapped mengadakan sambungan/penyadapan telpon secara rahasia untuk mendengarkan percakapan-percakapan. -wiretapping kb. penyadapan pembicaraan (telpon) tanpa diketahui.
wiriness,"kb. keliatan, sifat kasar seperti kawat."
wiry,"ks. 1 liat, liat-liut (of hair). 2 kurus tapi kuat (of a person)."
wis(c).,Wisconsin] negarabagian di AS.
wisdom,"kb. kebijaksanaan, kearifan. w. tooth geraham bungsu. w. of age kebijaksanaan karena umurnya."
wise,"kb. cara. -ks. bijaksana, arif. -kkt., kki. Sl.: to w. up menyadar, menjadi sadar, memberitahukan. -wisely kk. dengan bijaksana."
wiseacre,"kb., orang yang sok tahu."
wisecrack,"kb. Sl.: lelucon, jawaban yang tepat dan lucu."
wish,"kb. keinginan, kehendak, hasrat, kemauan. -kkt. 1 mengharapkan. 2 menginginkan. 3 menghendaki. 4 ingin."
wishbone,kb. tulang garpu (ayam).
wishful,"ks. ingin, berkeinginan. w. thinking impian khayal/keinginan."
wishy-washy,"ks. 1 lembek,  lembah. 2 encer. 3 plin-plan."
wisp,kb. 1 unting (of hair). 2 utas (of straw). 3 gumpalan (of smoke).
wistfal,"ks. sayu, sedih, bermuram durja. -wistfully kk. dengan  prihatin."
wit,"kb. 1 orang jenaka. 2 akal. -wits  j. kecerdasan.  -witting ks. dengan sengaja. -wittinglykk. dengan kesadaran itikad, sadar, mengetahui."
witch,kb. tukang sihir wanita. She's an old w. Ia perempuan tua yang jahat.
witchcraft,"kb. ilmu gaib/sihir, guna-guna."
with,kd. 1 dengan.  2 serta. 3 pakai. 4 pada. 5 karena. 6 bersama.
withdraw,"kkt. (withdrew, withdrawn) menarik, mengambil (o's hand, o's savings).  -kki. 1 menarik diri (from dari) (a contest). 2 meninggalkan. -withdrawn ks. pendiam, suka menyendiri (of personality)."
withdrawal,"kb. 1 pengambilan kembali (of funds, troops). 2 penarikan dari (from a campaign). 3 penarikan dirinya dari masyarakat (from society)."
withdrawn,lih   WITHDRAW.
withdrew,lih   WITHDRAW.
wither,"kkt. melayukan (flowers0.  -withered ks. 1 layu (of flowers). 2 lemah, kurus (kering) (of an arm). -withering ks. yang meremukkan, yang amat menghina."
withheld,lih   WITHHOLD.
withhold,"kkt. (withheld) 1 tidak memberi, menyembunyikan (information, clues). 2 tidak memasukkan (names from a list). 3 menahan sejumlah gaji uang (dari gaji dsb) untuk membayar (taxes). -withholding kb. pemotongan pajak."
within,"kk. dalam. -kd. 1 dalam.  2 sampai, dalam. 3 dibawah, tak lebih dari."
without,"kd. tanpa, dengan tidak.                   w. financial help tanpa bantuan keuangan.  I can't do w. my glasses Aku tak dapat berbuat apa-apa tanpa kacamataku."
withstand,"kkt. (withstood) menahan, bertahan (terhadap)  (an assault, advances, pain)."
withstood,lih   WITHSTAND.
witless,"ks. dungu, tidak berakal."
witness,"kb. 1 saksi.  w. stand tempat saksi. 2 kesaksian, penyaksian. to bear w. 1 memberikan kesaksian (against terhadap). 2 mencerminkan (hardship, pain). -kkt. 1 menyaksikan (an accident). 2 (to experience) mengalami (disorder, corruption, revolution)."
witticism,"kb. kejenakaan, ucapan yang lucu."
wittingly,lih  WIT.
witty,"ks. jenaka, pintar lucu (person, remark). -wittily kk. dengan jenaka/ lucu."
wive,lih   WIFE.
wizard,"kb. 1 ahli sihir. 2 jagoan, ahli (in mathematics). financial w. pandai sekali atau ulet dalam soal keuangan."
wizardry,kb. ilmu sihir.
wizened,"ks. (ber)keriput, layu, berkerut, berkerinyut (face)."
wk(s),"1 [week(s)] minggu, pekan. 2 [work(s)] pekerjaan, karya."
wm.,[William] William.
wo,[Warrant Officer] bintara.
wobble,"kb. goyang(an). -kki. terhuyung-huyung, bertatih-tatih."
wobbly,"ks. 1 gual-gail, goyang, goyah (of a person). 2 reyot (of furniture)."
woe,"kb. sengsara, kesengsaraan. W. to him  who sins ! Terkutuklah barangsiapa yang berdosa."
woebegone,ks. sedih.
woeful,ks. sedih. -woefully kk. dengan sedih.
woke,lih   WAKE.
wolf,"kb. 1 serigala. 2 buaya (lelaki), mata keranjang. -kkt. to w. down memakan dengan rakus."
wolferine,kb. semacam anjing hutan yang berbulu tebal.
woman,"kb. (j. women) wanita, perempuan. young w. wanita muda."
womanhood,kb. 1 kewanitaan. 2 kaum wanita/Hawa. to develop into w. manjadi dewasa.
womanish,ks. kewanita-wanitaan.
womankind,kb. kaum wanita/Hawa.
womanly,ks. seperti wanita. w. advice nasihat kewanitaan.
womb,"kb. kandungan, rahim, peranakan."
women,lih  WOMAN.
womenfolk,kb. kaum wanita/hawa.
won,lih   WIN.
won't,[will not] tidak akan/mau.
wonder,wonder
wonderful,"ks. sangat bagus. a w. success sukses yang sangat hebat. -wonderfully kk. amat, sangat."
wonderland,kb. negeri ajaib.
wonderment,kb. keheranan.
wondrous,ks. menakjubkan.
wont,kb. kebiasaan.  -ks. biasa.  to be w. to listen to the newscast biasa mendengarkan siaran wartaberita.
woo,"kkt. 1 merayu, membujuk (a woman). 2 mencoba merebut (a fortune, the affection of a neighboring country). -wooing kb. bercumbu-cumbuan."
wood,kb. 1 kayu.  2 Golf.: getokan kayu. 3 hutan. 4 kayubakar. -woods j. hutan.
woodbin,kb. peti tempat kayu bakar.
woodcarver,kb. pemahat kayu.
woodcarving,kb. 1 ukiran kayu. 2 (pekerjaan) mengukir kayu.
woodchopper,kb. penebang kayu.
woodcraft,kb. kerajinan kayu.
woodcut,"kb. ukiran/klise kayu, lukisan dari ukiran kayu."
woodcutter,kb. penebang kayu.
wooded,ks. berpohon-pohon.
wooden,ks. 1 dari kayu. w. box peti kayu. 2 kaku (of manner).
wooden-headed,"ks. tolol, dungu. Sl.: w. nickel sesuatu yang palsu, tipu daya."
woodland,kb. daerah/tanah berhutan. w. area daerah/tanah hutan.
woodman,kb. (j. -men) penebang kayu.
woodpecker,kb. burung pelatuk.
woodpile,kb. tumpukan kayu (bakar).
woodshed,kb. gudang (tempat menyimpan) kayu.
woodwork,kb. bagian-bagian yang terbuat dari kayu (dalam rumah).
woodworker,kb. tukang/pekerja kayu.
woodworking,kb. pekerjaan tukang kayu.
woody,"ks. bersikap rimba/hutan/kayu, banyak batang kayunya."
wooer,"kb. perayu, peminang."
woof,kb. pakan.
wool,"kb. bulu domba, (kain) wol. w. blanket selimut wol."
woolen,kb. pakaian wol. to packo's woolens away for the summer menyimpan pakaian wolnya untuk musim panas.
woolgatherer,kb. pelamun.
woolgathering,kb. mengelamun.
woolly,"kb. Inf.: woolies j. pakaian dalam dari wol. -ks. 1 berbulu, seperti wol. 2 tidak terang (of memo, thoughts)."
woozy,ks. Inf.: pusing.
word,kb. 1 kata.  2 perkataan.  3 sepatah kata.  4 kabar. 5 sabda.  6 janji. 7 pesan. 8 perintah. 9 (pass-) kata sandi. -kkt. menyusun kata-kata (a telegram). word-for-word ks. kata demi kata (quotation). word-of-mouth ks. secara lisan.
wordiness,kb. kepanjang-lebaran.
wording,kb. susunan kata.
wordy,"ks. terlalu panjang-lebar, dengan banyak kata-kata, dengan panjang lebar."
wore,lih   WEAR.
work,"kb. 1 pekerjaan.  2 karya. 3 kerja. -kkt. 1 mengerjakan. 2 mengolah, mengusahakan (a farm, the soil). 3 meramas-ramas (butter). 4 menjalankan (a machine).  work-shy ks. malas bekerja."
workability,kb. kemungkinan untuk dilaksanakan.
workable,ks. dapat dikerjakan/dilaksanakan (of a plan).
workaday,"ks. biasa, sehari-hari (routine)."
workbasket,kb. keranjang jahitan.
workbench,kb. meja kerja.
workbook,kb. buku catatan.
workday,kb. hari kerja.
worker,"kb. pekerja, karyawan, buruh. He's a good w. Ia seorang pekerja yang baik.  -the workers j. para karyawan."
workhorse,"kb. 1 kuda beban/penarik. 2 pekerja keras, seorang yang betul-betul kuat bekerja."
workinggirl,"kb. buruh/pekerja wanita, karyawati."
workingman,"kb. (j. men) karyawan, buruh/pekerja pria."
workings,j. 1 cara berpikir (of o's mind). 2 bagian dari tambang yang sedang dikerjakan.
workingwoman,"kb. (j. -women) karyawati, buruh/pekerja wanita."
workload,kb. beban kerja.
workman,"kb. (j. -men) laki-laki yang bekerja, karyawan, pekerja pria, buruh lelaki."
workmanlike,"ks. mahir, cekatan, cakap."
workmanship,kb. 1 kecakapan kerja. 2 pembuatan. Guaranteed against defects in w. Dijamin terhadap cacat-cacat dalam pembuatan.
workout,kb. Inf.: Sport : latihan. 2 percobaan (of a car).
workroom,kb. ruang kerja.
workshop,"kb. bengkel, ruang kerja, lokakarya."
worktable,kb. meja kerja.
workweek,"kb,. pekan kerja."
world,"kb. 1 dunia. 2  alam, dunia. 3 banyak sekali. word-famed,  world-famous. ks. termasyhur, tersohor.  world-wide ks. yang meliputi seluruh dunia (organization)."
worldliness,kb. keduniawian.
worldly,ks. duniawi. w. ambitions cita-cita duniawi.
worm,"kb. cacing, ulat. The w. will turn Keadaan akan berubah. -worms j. penyakit cacing. worm-eaten ks. dimakan ulat, berulat (fruit)."
wormhole,kb. lobang ulat.
wormy,"ks. 1 berulat (of food). 2 bercacing, cacingan (of  persons)."
worn,lih   WEAR.
worried,lih   WORRY.
worries,lih  WORRY.
worry,"kb. (j. -ries) 1 kesusahan. 2 urusan. -kkt. (worried) 1 mencemaskan, menyusahkan. 2 mengganggu. -kki. 1 merasa cemas. 2 khawatir.  3 memikirkan.  -worried ks. cemas, khawatir.  -worriedly kk. dengan khawatir/cemas. -worrying ks. khawatir, mencemaskan."
worrywart,kb. seorang pesimis.
worse,ks. lih   BAD. 1 lebih buruk/jelek.  2 bertambah buruk. 3 lebih jahat. -kk. lebih buruk.
worsen,"kkt. menjadikan/membuat lebih buruk.  -kki. memburuk, menjadi lebih buruk (of s.o's condition, of business)."
worship,"kb. 1 ibadat, ibadah, sembahyang. 2 pemujaan.  -kkt. 1 menyembah, memuja (God). 2 memperdewa (jewels). 3 memuja.  -kki. bersembahyang, melakukan ibadat (at a church)."
worshiper,kb. pemuja.
worst,"kb. 1 yang paling buruk, yang terburuk. 2 yang paling hebat. 3 yang paling rugi. -ks. lih  BAD. 1 terburuk, paling buruk. 2 paling jahat.  -kkt. mengalahkan (o's enemies)."
worsted,kb. wol.
worth,"kb. harga.  -ks. 1 bernilai, cukup baik, bermanfaat. 2 berharga.  3 seimbang."
worthless,ks. tidak berharga/bernilai.
worthwhile,"ks. berfaedah, berguna, bermanfaat."
worthy,"kb. (j.-THies) orang yang berjasa. -ks. 1 berguna, berfaedah.  2 patut, layak, pantas."
would,lih   WILL.
wouldn't,[would not] tidak akan.
wound,kb. luka. bullet w. luka kena tembakan. -kkt. melukai.
wove,lih   WEAVE.
woven,lih   WEAVE.
wow,"kb. Sl.: sesuatu yang hebat sekali. -kkt. Sl.: membuat kagum. kseru. Sl.: aduh, wah."
wrack,kb. bobrok.  The house has gone to w. and ruin Rumah itu sudah bobrok dan hampir runtuh.
wraith,kb. 1 roh. 2 hantu.
wrangle,"kb. pertengkaran, percekcokan. -kki. bercekcok, bertengkar. (over tentang)."
wrap,"kb. selendang. -kkt. (wrapped) 1 membungkus (a package). 2 membelitkan, melilitkan.  wrapping paper kertas pembungkus.  -wrappings kb., j. bahan pembungkus."
wraparound,kb. pakaian yang dililitkan. w. skirt rok yang dililitkan.
wrapper,"kb. 1 tukang bungkus, pembungkus. 2 pembungkus (of cigar). 3 sampul, selubung (of books). 4 Cloth.: pakaian rumah."
wrapt,#NAME?
wrath,"kb. kegusaran, kemarahan, kemurkaan."
wreak,"kkt. 1 mendatangkan, menimbulkan (havoc). 2 melampiaskan (o's anger) (on kepada). 3 membalas dendam (revenge)."
wreath,kb. j. wreaths rangkaian bunga berbentuk lingkaran. funeral w. rangkaian bunga untuk pemakaman.
wreathe,kkt. 1 meliputi. Her face was wreathed in smiles Mukanya diliputi senyum. 2 melingkari. Mist wreathed the hills Kabut melingkari bukit-bukit.
wreck,"kb. 1 kecelakaan. 2 rongsokan (of a boat).  -kkt. merusak, menghancurkan (a building, plans). -wrecking kb. mengangkat barang (besar) yang rusak."
wreckage,"kb. rosokan, rongsokan."
wrecker,kb. 1 tukang bongkar (of a building). 2 mobil penyeret/penarik.
wren,kb.  semacam burung penyanyi.
wrench,"kb. 1 (tool) kunci Inggris. 2 pilinan, putaran 9of a wrist or ankle). -kkt. 1 merenggut (s.t. from s.o.). 2 membuka (a lid open).  3 keseleo, terkilir (o's ankle)."
wrest,"kkt. 1 merebut (authority/a knife from s.o.). 2 merebut, memperoleh secara paksa (a recipe, secret)."
wrestle,"kkt. to w. s.o. to the ground menjatuhkan seseorang ke tanah dengan pergulatan. -kki. bergumul, bergulat. -wrestling kb. pergulatan, gulat, adu gulat."
wrestler,"kb. jago/tukang  gulat, pe(ng)gulat."
wretch,kb. orang celaka/malang/sial. the poor w. orang yang malang itu.
wretched,"ks. 1 tidak enak badan. 2 pahit, sial sekali, yang menyedihkan (of an experience). 3 sedih, susah sekali, buruk sekali."
wretchedness,kb. keadaan yang buruk/menyedihkan sekali.
wrier,lih   WRY.
wriest,lih  WRY.
wriggle,"kb. geliang-geliut. -kki. bergeliang-geliut (of children, fish, worm)."
wring,kkt. (wrung) 1 memeras (water from a cloth).  to w. out memeras (a sheet). 2 meremas-remas (o's hands). 3 memijit (a chicken's head). 4 menyayat-nyayat hati kami.
wringer,kb. alat pemeras. Inf.: to put s.o. through the w. menguji seseorang dengan percobaan yang berat.
wringing-wet,ks. basah kuyup.
wrinkle,"kb. 1 kerut, kerenyut, keriput (in o's face, in clothes). 2 Inf.:  gagasan, akal. -kkt. mengisutkan, mengerutkan . -kki. menjadi kusut. -wrinkled ks. 1 berkerut, berkerenyut, kisut (of face). 2 kusut (of clothes)."
wrinkleproof,ks. tahan kusut.
wrist,kb. pergelangan tangan. w. watch jam/arloji tangan.
wristband,kb. bagian manset lengan kemeja.
writ,"kb. 1 surat perintah. 2 penulisan, perintah tertulis. Holy W. Penulisan yang Suci."
write,"kkt. (wrote, written) 1 menulis 9a letter).  2 mengarang, menulis (a novel). 3 menggubah, menulis (poetry). 4 mengambil. -kki. 1 menulis.  2 menulis, mengarang. written ks. tertulis. -writing kb. tulisan, karangan."
writer,kb. 1 penulis. 2 pengarang (of a novel).
writhe,kki. menggeliat. to w. in pain menggeliat kesakitan.
written,lih   WRITE.
wrong,"kb. 1 kesalahan. 2 Law : ketidakadilan. -ks. 1 salah.  2 keliru, khilaf. -kkt. 1 melukai hati, memperlakukan secara tidak adil (seseorang). 2 memburukkan tanpa alasan -wrongly  kk. keliru, salah."
wrongdoer,"kb. 1 orang yang bersalah. 2 penjahat, orang jahat."
wrongdoing,kb. 1 perbuatan salah. 2 pelanggaran.
wrongful,"ks. 1 salah. 2 tidak sah, yang melanggar undang-undang."
wrote,wrote
wroth,"ks. marah, gusar."
wrought,"ks. dibuat, ditempa.  w. iron besi tempa.  wrought-up ks. gelisah, tegang."
wrung,lih   WRING.
wry,"ks. (wrier, wriest) 1 miring, mencong. 2 masam. to make a w. face memandang dengan muak yang menolak sesuatu .  w. smile senyum masam."
wt.,[weight] bertanya.
wy(o).,[Wyoming] negarabagian di  AS.
dictaphone,"kb. alat pengimla, alat mendikte surat-surat, mesin imla."
dictate,dictate
dictation,"kb. 1 pengimlaan, pendiktean. 2 apa yang didiktekan. 3 perintah."
dictator,kb. diktator.
dictatorial,"ks. 1 adikara. 2 angkuh, diktatoris. d. manner sifat angkuh."
dictatorship,kb. diktatur.
diction,kb. gaya menulis atau berbicara. 2 artikulasi.
dictionary,"kb. (j. -ries) kamus, kitab logat. d. making perkamusan."
dictum,"kb. (j. -a, -ums). keputusan, ucapan."
did,lih  DO.
didacric,ks. yang bersifat mendidik. d. novel roman yang bersifat mendidik.
didn't,(did not) lih DID.
die,"kb. (j. dice) mata dadu.  -kki. 1 mati. 2 mati, meninggal dunia. to d. hard sukar lenyap, kuat bertahan. to d. down 1 menghilang. 2 reda. - the dying  kb. yang akan mati.  ks. 1 hampir mati. 2 hampir hilang."
dieresis,#NAME?
diesel,kb. lokomotif disel. -ks. disel.  d. oil minyak disel/solar. d.-powered truck truk yang bertenaga disel.
diet,"kb. 1 diet.  to follow a strict d. mengikuti diet yang keras. 2 makanan,  diet. low-fat d. makanan yang sedikit lemaknya."
dietary,"ks. yang berhubungan dengan makanan. d. rules  peraturan-peraturan diet, peraturan-peraturan susunan makanan."
dietetic,ks. yang berhubungan dengan diet atau susunan makanan. d. foods makanan diet.
dietician,#NAME?
dietitian,kb. ahli/penata diet.
differ,kki. berbeda.  Opinions d. Pendapat-pendapat berbeda.
difference,"kb. 1  perbedaan.  2 pertentangan, perselisihan. 3 pertikaian. 4 selisihnya. 5 sisa."
different,"ks. tidak sama.  to be d. from berbeda dari, berlainan. -differently kk. berlainan, berbeda."
differential,ks. 1 yang berbeda. d. rates harga-harga yang berbeda. 2 diferensial. d. calculus hitungan diferensial.
differentiate,kkt. membedakan. -kki. mengadakan perbedaan.  to d. between two types  mengadakan perbedaan antara dua macam.
differentiation,"kb.  perbedaan, diferensiasi."
difficult,"ks. 1 sukar, sulit. 2 payah. (of  a problem)."
difficulty,kb. (j. ties) 1 kesukaran. financial difficulties  kesukaran-kesukaran keuangan.  2 kesulitan.
diffidence,"kb. 1 sifat malu-malu. 2  kehilangan kepercayaan kepada diri sendiri, ketakberanian."
diffident,ks. malu-malu.
diffuse,"ks. 1 bersifat panjang, memakai (terlalu) banyak kata-kata.  2 yang tersebar.  -kkt. menyebarkan."
diffusion,kb. 1 difusi. d. of light difusi  cahaya. 2 penyebaran. d. of  knowledge penyebaran pengetahuan.
diffusive,"ks. 1 bersifat, menyebar. 2 yang memakai kata-kata yang berlebih - lebihan."
dig,"kb. 1 (peng)galian. 2 sikutan, kotosan.  3 sindiran. -kkt. (dug) 1 menggali (a hole). 2 menusuk-nusuk, menjotos. 3 Sl.: mengerti. 4 Sl.: menghargai.  5 Sl.: menyukai. -kki. menggali. -digging kb. 1 penggalian. 2 tempat penggalian."
digest,"kb. 1 intisari. 2 perpendekan, persingkatan.  -kkt. 1 mencernakan (food). 2 menyelami isi  (a book). -kki. dicernakan. Ths food is difficult to d. Makanan ini sukar dicernakan."
digestible,ks. dapat dicernakan.
